,RANK,PLAYER,YEAR,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
812,805,DukeSnider,CF,1957,BRO,139,508,91,139,25,7,40,92,77,104,3,4,.274,.368,.587,.955
813,805,BennyKauff,CF,1915,BKF,136,483,92,165,23,11,12,83,85,50,55,--,.342,.446,.509,.955
814,805,CyWilliams,CF,1924,PHI,148,558,101,183,31,11,24,93,67,49,7,12,.328,.403,.552,.955
815,805,TomMcCreery,X,1896,LOU,115,441,87,155,23,21,7,65,42,58,26,--,.351,.409,.546,.955
816,805,EdDelahanty,LF,1901,PHI,139,542,106,192,38,16,8,108,65,,29,--,.354,.427,.528,.955
817,805,RobertoAlomar,2B,1999,CLE,159,563,138,182,40,3,24,120,99,96,37,6,.323,.422,.533,.955
818,805,TyCobb,CF,1918,DET,111,421,83,161,19,14,3,64,41,21,34,--,.382,.440,.515,.955
819,820,RogerConnor,1B,1889,NYG,131,496,117,157,32,17,13,130,93,46,21,--,.317,.426,.528,.954
820,820,RobertoClemente,RF,1967,PIT,147,585,103,209,26,10,23,110,41,103,9,1,.357,.400,.554,.954
821,820,MarkTeixeira,1B,2005,TEX,162,644,112,194,41,3,43,144,72,124,4,0,.301,.379,.575,.954
822,820,SamThompson,X,1893,PHI,131,600,130,222,37,13,11,126,50,17,18,--,.370,.424,.530,.954
823,820,MikeTiernan,X,1895,NYG,120,476,127,165,23,21,7,70,66,19,36,--,.347,.427,.527,.954
824,820,ElmerSmith,X,1896,PIT,122,484,121,175,21,14,6,94,74,18,33,--,.362,.454,.500,.954
825,820,AlSimmons,LF,1928,PHA,119,464,78,163,33,9,15,107,31,30,1,4,.351,.396,.558,.954
826,827,WillClark,1B,1989,SF,159,588,104,196,38,9,23,111,74,103,8,3,.333,.407,.546,.953
827,827,MannyRamirez,RF,1997,CLE,150,561,99,184,40,0,26,88,79,115,2,3,.328,.415,.538,.953
828,827,HanleyRamirez,SS,2009,FLA,151,576,101,197,42,1,24,106,61,101,27,8,.342,.410,.543,.953
829,827,DaveWinfield,RF,1979,SD,159,597,97,184,27,10,34,118,85,71,15,9,.308,.395,.558,.953
830,827,AndrewMcCutchen,CF,2012,PIT,157,593,107,194,29,6,31,96,70,132,20,12,.327,.400,.553,.953
831,827,AlanTrammell,SS,1987,DET,151,597,109,205,34,3,28,105,60,47,21,2,.343,.402,.551,.953
832,827,JoshDonaldson,3B,2016,TOR,155,577,122,164,32,5,37,99,109,119,7,1,.284,.404,.549,.953
833,827,PaulWaner,RF,1930,PIT,145,589,117,217,32,18,8,77,57,18,18,--,.368,.428,.525,.953
834,835,DavidOrtiz,DH,2011,BOS,146,525,84,162,40,1,29,96,78,83,1,1,.309,.398,.554,.952
835,835,AndrewMcCutchen,CF,2014,PIT,146,548,89,172,38,6,25,83,84,115,18,3,.314,.410,.542,.952
836,835,GarySheffield,RF,1998,LA,130,437,73,132,27,2,22,85,95,46,22,7,.302,.428,.524,.952
837,835,FrankThomas,DH,2003,CWS,153,546,87,146,35,0,42,105,100,115,0,0,.267,.390,.562,.952
838,835,BernieWilliams,CF,1997,NYY,129,509,107,167,35,6,21,100,73,80,15,8,.328,.408,.544,.952
839,835,PaulGoldschmidt,1B,2013,AZ,160,602,103,182,36,3,36,125,99,145,15,7,.302,.401,.551,.952
840,835,LuisGonzalez,LF,1999,AZ,153,614,112,206,45,4,26,111,66,63,9,5,.336,.403,.549,.952
841,835,RogerMaris,RF,1960,NYY,136,499,98,141,18,7,39,112,70,65,2,2,.283,.371,.581,.952
842,835,AlKaline,RF,1967,DET,131,458,94,141,28,2,25,78,83,47,8,2,.308,.411,.541,.952
843,835,RustyStaub,RF,1969,MON,158,549,89,166,26,5,29,79,110,61,3,4,.302,.426,.526,.952
844,835,GilHodges,1B,1954,BRO,154,579,106,176,23,5,42,130,74,84,3,3,.304,.373,.579,.952
845,835,RogerConnor,1B,1894,NYG,121,462,93,146,35,25,8,93,59,17,19,--,.316,.400,.552,.952
846,835,MikeGriffin,X,1894,BRO,107,402,122,144,28,4,5,75,78,14,39,--,.358,.467,.485,.952
847,848,JermaineDye,RF,2000,KC,157,601,107,193,41,2,33,118,69,99,0,1,.321,.390,.561,.951
848,848,VinnyCastilla,3B,1998,COL,162,645,108,206,28,4,46,144,40,89,5,9,.319,.362,.589,.951
849,848,AramisRamirez,3B,2004,CHC,145,547,99,174,32,1,36,103,49,62,0,2,.318,.373,.578,.951
850,848,ChipperJones,3B,1998,ATL,160,601,123,188,29,5,34,107,96,93,16,6,.313,.404,.547,.951
851,848,StanMusial,1B,1958,STL,135,472,64,159,35,2,17,62,72,26,0,0,.337,.423,.528,.951
852,848,WillClark,1B,1987,SF,150,529,89,163,29,5,35,91,49,98,5,17,.308,.371,.580,.951
853,854,JesseBurkett,X,1893,CLE,125,511,145,178,25,15,6,82,98,23,39,--,.348,.459,.491,.950
854,854,MannyMachado,3B,2020,SD,60,224,44,68,12,1,16,47,26,37,6,3,.304,.370,.580,.950
855,854,TedKluszewski,1B,1953,CIN,149,570,97,180,25,0,40,108,55,34,2,0,.316,.380,.570,.950
856,854,VladimirGuerrero,RF,2007,LAA,150,574,89,186,45,1,27,125,71,62,2,3,.324,.403,.547,.950
857,854,DarinErstad,LF,2000,ANA,157,676,121,240,39,6,25,100,64,82,28,8,.355,.409,.541,.950
858,854,GiancarloStanton,RF,2014,MIA,145,539,89,155,31,1,37,105,94,170,13,1,.288,.395,.555,.950
859,854,FredMcGriff,1B,1992,SD,152,531,79,152,30,4,35,104,96,108,8,6,.286,.394,.556,.950
860,854,MoisesAlou,RF,2001,HOU,136,513,79,170,31,1,27,108,57,57,5,1,.331,.396,.554,.950
861,854,MikeSchmidt,3B,1982,PHI,148,514,108,144,26,3,35,87,107,131,14,7,.280,.403,.547,.950
862,854,RonSanto,3B,1966,CHC,155,561,93,175,21,8,30,94,95,78,4,5,.312,.412,.538,.950
863,854,MikeSchmidt,3B,1979,PHI,160,541,109,137,25,4,45,114,120,115,9,5,.253,.386,.564,.950
864,854,BretBoone,2B,2001,SEA,158,623,118,206,37,3,37,141,40,110,5,5,.331,.372,.578,.950
865,854,MinnieMinoso,LF,1956,CWS,151,545,106,172,29,11,21,88,86,40,12,6,.316,.425,.525,.950
866,867,RobertoClemente,RF,1961,PIT,146,572,100,201,30,10,23,89,35,59,4,1,.351,.390,.559,.949
867,867,JuanSoto,LF,2019,WSH,150,542,110,153,32,5,34,110,108,132,12,1,.282,.401,.548,.949
868,867,TroyTulowitzki,SS,2010,COL,122,470,89,148,32,3,27,95,48,78,11,2,.315,.381,.568,.949
869,867,JesseBurkett,LF,1901,STL,142,601,142,226,20,15,10,75,59,,27,--,.376,.440,.509,.949
870,867,PhilCavarretta,1B,1945,CHC,132,498,94,177,34,10,6,97,81,34,5,--,.355,.449,.500,.949
871,867,HalTrosky,1B,1938,CLE,150,554,106,185,40,9,19,110,67,40,5,1,.334,.407,.542,.949
872,867,JimmyWilliams,3B,1899,PIT,152,617,126,219,28,27,9,116,60,,26,--,.355,.417,.532,.949
873,867,GeorgeHarper,CF,1925,PHI,132,495,86,173,35,7,18,97,28,32,10,8,.349,.391,.558,.949
874,875,AndresGalarraga,1B,1994,COL,103,417,77,133,21,0,31,85,19,93,8,3,.319,.356,.592,.948
875,875,DickAllen,1B,1969,PHI,118,438,79,126,23,3,32,89,64,144,9,3,.288,.375,.573,.948
876,875,TinoMartinez,1B,1997,NYY,158,594,96,176,31,2,44,141,75,75,3,1,.296,.371,.577,.948
877,875,MarkTeixeira,1B,2009,NYY,156,609,103,178,43,3,39,122,81,114,2,0,.292,.383,.565,.948
878,875,DaveOrr,1B,1890,BKW,107,464,89,172,32,13,6,124,30,11,10,--,.371,.414,.534,.948
879,875,CarlosDelgado,1B,1999,TOR,152,573,113,156,39,0,44,134,86,141,1,1,.272,.377,.571,.948
880,875,LukeVoit,1B,2020,NYY,56,213,41,59,5,0,22,52,17,54,0,0,.277,.338,.610,.948
881,875,GeoffJenkins,LF,2000,MIL,135,512,100,155,36,4,34,94,33,135,11,1,.303,.360,.588,.948
882,875,CarlosDelgado,1B,2001,TOR,162,574,102,160,31,1,39,102,111,136,3,0,.279,.408,.540,.948
883,875,LonnieSmith,LF,1989,ATL,134,482,89,152,34,4,21,79,76,95,25,12,.315,.415,.533,.948
884,875,EdgarMartinez,3B,1992,SEA,135,528,100,181,46,3,18,73,54,61,14,4,.343,.404,.544,.948
885,875,GeorgeBrett,3B,1983,KC,123,464,90,144,38,2,25,93,57,39,0,1,.310,.385,.563,.948
886,875,BenZobrist,2B,2009,TB,152,501,91,149,28,7,27,91,91,104,17,6,.297,.405,.543,.948
887,875,NickJohnson,1B,2006,WSH,147,500,100,145,46,0,23,77,110,99,10,3,.290,.428,.520,.948
888,875,CharlieMaxwell,LF,1956,DET,141,500,96,163,14,3,28,87,79,74,1,1,.326,.414,.534,.948
889,875,EddieMathews,3B,1960,MIL,153,548,108,152,19,7,39,124,111,113,7,3,.277,.397,.551,.948
890,875,AlRosen,3B,1950,CLE,155,554,100,159,23,4,37,116,100,72,5,7,.287,.405,.543,.948
891,875,HanleyRamirez,SS,2007,FLA,154,639,125,212,48,6,29,81,52,95,51,14,.332,.386,.562,.948
892,875,KennyLofton,CF,1994,CLE,112,459,105,160,32,9,12,57,52,56,60,12,.349,.412,.536,.948
893,894,GeorgeFoster,LF,1979,CIN,121,440,68,133,18,3,30,98,59,105,0,2,.302,.386,.561,.947
894,894,MattHolliday,LF,2008,COL,139,539,107,173,38,2,25,88,74,104,28,2,.321,.409,.538,.947
895,894,MonteIrvin,LF,1953,NYG,124,444,72,146,21,5,21,97,55,34,2,0,.329,.406,.541,.947
896,894,JoeyVotto,1B,2011,CIN,161,599,101,185,40,3,29,103,110,129,8,6,.309,.416,.531,.947
897,894,MikeGreenwell,LF,1988,BOS,158,590,86,192,39,8,22,119,87,38,16,8,.325,.416,.531,.947
898,894,CyWilliams,CF,1923,PHI,136,535,98,157,22,3,41,114,59,57,11,10,.293,.371,.576,.947
899,894,JimmieFoxx,1B,1931,PHA,139,515,93,150,32,10,30,120,73,84,4,3,.291,.380,.567,.947
900,894,BobbyThomson,3B,1951,NYG,148,518,89,152,27,8,32,101,73,57,5,5,.293,.385,.562,.947
901,894,EarleCombs,LF,1930,NYY,137,532,129,183,30,22,7,82,74,26,16,10,.344,.424,.523,.947
902,903,MiguelCabrera,LF,2005,FLA,158,613,106,198,43,2,33,116,64,125,1,0,.323,.385,.561,.946
903,903,NomarGarciaparra,SS,1998,BOS,143,604,111,195,37,8,35,122,33,62,12,6,.323,.362,.584,.946
904,903,KrisBryant,3B,2017,CHC,151,549,111,162,38,4,29,73,95,128,7,5,.295,.409,.537,.946
905,903,WallyPost,RF,1955,CIN,154,601,116,186,33,3,40,109,60,102,7,4,.309,.372,.574,.946
906,903,MinnieMinoso,LF,1954,CWS,153,568,119,182,29,18,19,116,77,46,18,11,.320,.411,.535,.946
907,903,BillyHamilton,X,1896,BSN,131,524,153,192,24,10,3,55,110,29,83,--,.366,.478,.468,.946
908,909,KenGriffey,CF,2005,CIN,128,491,85,148,30,0,35,92,54,93,0,1,.301,.369,.576,.945
909,909,KenSingleton,RF,1977,BAL,152,536,90,176,24,0,24,99,107,101,0,1,.328,.438,.507,.945
910,909,MorganEnsberg,3B,2005,HOU,150,526,86,149,30,3,36,101,85,119,6,7,.283,.388,.557,.945
911,909,JustinTurner,3B,2017,LAD,130,457,72,147,32,0,21,71,59,56,7,1,.322,.415,.530,.945
912,909,JoeVosmik,LF,1935,CLE,152,620,93,216,47,20,10,110,59,30,2,1,.348,.408,.537,.945
913,909,TommyHenrich,RF,1948,NYY,146,588,138,181,42,14,25,100,76,42,2,3,.308,.391,.554,.945
914,909,HackWilson,CF,1926,CHC,142,529,97,170,36,8,21,109,69,61,10,--,.321,.406,.539,.945
915,909,Home RunBaker,3B,1912,PHA,149,577,116,200,40,21,10,130,50,,40,--,.347,.404,.541,.945
916,917,TimSalmon,RF,2000,ANA,158,568,108,165,36,2,34,97,104,139,0,2,.290,.404,.540,.944
917,917,RafaelPalmeiro,1B,1998,BAL,162,619,98,183,36,1,43,121,79,91,11,7,.296,.379,.565,.944
918,917,RafaelPalmeiro,1B,2001,TEX,160,600,98,164,33,0,47,123,101,90,1,1,.273,.381,.563,.944
919,917,WillieStargell,LF,1974,PIT,140,508,90,153,37,4,25,96,87,106,0,2,.301,.407,.537,.944
920,917,MikeTiernan,X,1889,NYG,122,499,147,167,23,14,10,73,96,32,33,--,.335,.447,.497,.944
921,917,JorgePosada,C,2000,NYY,151,505,92,145,35,1,28,86,107,151,2,2,.287,.417,.527,.944
922,917,DennyLyons,3B,1887,PHA,137,570,128,209,43,14,6,102,47,,73,--,.367,.421,.523,.944
923,917,FrankRobinson,RF,1964,CIN,156,568,103,174,38,6,29,96,79,67,23,5,.306,.396,.548,.944
924,917,ZackWheat,LF,1925,BRO,150,616,125,221,42,14,14,103,45,22,3,1,.359,.403,.541,.944
925,917,TyCobb,CF,1919,DET,124,497,92,191,36,13,1,70,38,22,28,--,.384,.429,.515,.944
926,927,ShawnGreen,RF,2002,LA,158,582,110,166,31,1,42,114,93,112,8,5,.285,.385,.558,.943
927,927,TimSalmon,DH,1998,ANA,136,463,84,139,28,1,26,88,90,100,0,1,.300,.410,.533,.943
928,927,HaroldBaines,DH,1995,BAL,127,385,60,115,19,1,24,63,70,45,0,2,.299,.403,.540,.943
929,927,ChiliDavis,DH,1995,CAL,119,424,81,135,23,0,20,86,89,79,3,3,.318,.429,.514,.943
930,927,VladimirGuerrero,RF,2001,MON,159,599,107,184,45,4,34,108,60,88,37,16,.307,.377,.566,.943
931,927,PabloSandoval,3B,2009,SF,153,572,79,189,44,5,25,90,52,83,5,5,.330,.387,.556,.943
932,927,GilHodges,1B,1953,BRO,141,520,101,157,22,7,31,122,75,84,1,4,.302,.393,.550,.943
933,927,ToddHundley,C,1997,NYM,132,417,78,114,21,2,30,86,83,116,2,3,.273,.394,.549,.943
934,927,CoreySeager,SS,2020,LAD,52,212,38,65,12,1,15,41,17,37,1,0,.307,.358,.585,.943
935,927,KenGriffey,CF,2000,CIN,145,520,100,141,22,3,40,118,94,117,6,4,.271,.387,.556,.943
936,927,AlexRodriguez,SS,1999,SEA,129,502,110,143,25,0,42,111,56,109,21,7,.285,.357,.586,.943
937,927,MiguelCabrera,1B,2009,DET,160,611,96,198,34,0,34,103,68,107,6,2,.324,.396,.547,.943
938,927,JimmyWynn,CF,1969,HOU,149,495,113,133,17,1,33,87,148,142,23,7,.269,.436,.507,.943
939,927,JimmySheckard,LF,1901,BRO,133,554,116,196,29,19,11,104,47,,35,--,.354,.409,.534,.943
940,927,HonusWagner,SS,1904,PIT,133,490,97,171,44,14,4,75,59,,53,--,.349,.423,.520,.943
941,927,BugHolliday,X,1894,CIN,121,511,119,190,24,7,13,119,40,20,29,--,.372,.420,.523,.943
942,943,HankAaron,RF,1967,ATL,155,600,113,184,37,3,39,109,63,97,17,6,.307,.369,.573,.942
943,943,RafaelPalmeiro,1B,1994,BAL,111,436,82,139,32,0,23,76,54,63,7,3,.319,.392,.550,.942
944,943,RicoCarty,LF,1964,MIL,133,455,72,150,28,4,22,88,43,78,1,2,.330,.388,.554,.942
945,943,TommyHenrich,RF,1949,NYY,115,411,90,118,20,3,24,85,86,34,2,2,.287,.416,.526,.942
946,943,JoeTorre,C,1966,ATL,148,546,83,172,20,3,36,101,60,61,0,4,.315,.382,.560,.942
947,943,BoogPowell,1B,1969,BAL,152,533,83,162,25,0,37,121,72,76,1,1,.304,.383,.559,.942
948,943,ArkyVaughan,SS,1934,PIT,149,558,115,186,41,11,12,94,94,38,10,--,.333,.431,.511,.942
949,950,ReggieSmith,RF,1978,LA,128,447,82,132,27,2,29,93,70,90,12,5,.295,.382,.559,.941
950,950,AlbertBelle,RF,1999,BAL,161,610,108,181,36,1,37,117,101,82,17,3,.297,.400,.541,.941
951,950,BrianGiles,LF,2003,SD,134,492,93,147,34,6,20,88,105,58,4,3,.299,.427,.514,.941
952,950,JohnJaha,1B,1996,MIL,148,543,108,163,28,1,34,118,85,118,3,1,.300,.398,.543,.941
953,950,ErnieBanks,SS,1955,CHC,154,596,98,176,29,9,44,117,45,72,9,3,.295,.345,.596,.941
954,950,PeteAlonso,1B,2019,NYM,161,597,103,155,30,2,53,120,72,183,1,0,.260,.358,.583,.941
955,950,EdwinEncarnación,DH,2012,TOR,151,542,93,152,24,0,42,110,84,94,13,3,.280,.384,.557,.941
956,950,DickDietz,C,1970,SF,148,493,82,148,36,2,22,107,109,106,0,1,.300,.426,.515,.941
957,950,RichAurilia,SS,2001,SF,156,636,114,206,37,5,37,97,47,83,1,3,.324,.369,.572,.941
958,950,VicWertz,RF,1950,DET,149,559,99,172,37,4,27,123,91,55,0,1,.308,.408,.533,.941
959,950,MikeSchmidt,3B,1974,PHI,162,568,108,160,28,7,36,116,106,138,23,11,.282,.395,.546,.941
960,950,SteveKemp,LF,1979,DET,134,490,88,156,26,3,26,105,68,70,5,6,.318,.398,.543,.941
961,950,JohnnyMize,1B,1941,STL,126,473,67,150,39,8,16,100,70,45,4,--,.317,.406,.535,.941
962,963,LarryDoby,CF,1951,CLE,134,447,84,132,27,5,20,69,101,81,4,1,.295,.428,.512,.940
963,963,CharlieBlackmon,RF,2019,COL,140,580,112,182,42,7,32,86,40,104,2,5,.314,.364,.576,.940
964,963,PrinceFielder,1B,2012,DET,162,581,83,182,33,1,30,108,85,84,1,0,.313,.412,.528,.940
965,963,CalRipken,SS,1991,BAL,162,650,99,210,46,5,34,114,53,46,6,1,.323,.374,.566,.940
966,963,EddieMurray,1B,1982,BAL,151,550,87,174,30,1,32,110,70,82,7,2,.316,.391,.549,.940
967,963,AdamDunn,LF,2007,CIN,152,522,101,138,27,2,40,106,101,165,9,2,.264,.386,.554,.940
968,963,HanleyRamirez,SS,2008,FLA,153,589,125,177,34,4,33,67,92,122,35,12,.301,.400,.540,.940
969,963,PeteRose,RF,1969,CIN,156,627,120,218,33,11,16,82,88,65,7,10,.348,.428,.512,.940
970,963,RonGant,LF,1995,CIN,119,410,79,113,19,4,29,88,74,108,23,8,.276,.386,.554,.940
971,963,AlKaline,CF,1959,DET,136,511,86,167,19,2,27,94,72,42,10,4,.327,.410,.530,.940
972,963,J.D.Martinez,DH,2019,BOS,146,575,98,175,33,2,36,105,72,138,2,0,.304,.383,.557,.940
973,974,XanderBogaerts,SS,2019,BOS,155,614,110,190,52,0,33,117,76,122,4,2,.309,.384,.555,.939
974,974,CapAnson,1B,1887,CHI,122,472,107,164,33,13,7,102,60,18,27,--,.347,.422,.517,.939
975,974,KrisBryant,3B,2016,CHC,155,603,121,176,35,3,39,102,75,154,8,5,.292,.385,.554,.939
976,974,JoséRamírez,3B,2018,CLE,157,578,110,156,38,4,39,105,106,80,34,6,.270,.387,.552,.939
977,974,JasonGiambi,1B,2003,NYY,156,535,97,134,25,0,41,107,129,140,2,1,.250,.412,.527,.939
978,974,HankAaron,RF,1965,MIL,150,570,109,181,40,1,32,89,60,81,24,4,.318,.379,.560,.939
979,974,ErnieBanks,SS,1957,CHC,156,594,113,169,34,6,43,102,70,85,8,4,.285,.360,.579,.939
980,974,GeorgeBrett,3B,1979,KC,154,645,119,212,42,20,23,107,51,36,17,10,.329,.376,.563,.939
981,974,JoshDonaldson,3B,2015,TOR,158,620,122,184,41,2,41,123,73,133,6,0,.297,.371,.568,.939
982,974,WallyMoon,LF,1961,LA,134,463,79,152,25,3,17,88,89,79,7,5,.328,.434,.505,.939
983,984,MikeTrout,CF,2014,LAA,157,602,115,173,39,9,36,111,83,184,16,2,.287,.377,.561,.938
984,984,NickCastellanos,RF,2021,CIN,138,531,95,164,38,1,34,100,41,121,3,1,.309,.362,.576,.938
985,984,JoseCanseco,DH,1994,TEX,111,429,88,121,19,2,31,90,69,114,15,8,.282,.386,.552,.938
986,984,FreddieFreeman,1B,2019,ATL,158,597,113,176,34,2,38,121,87,127,6,3,.295,.389,.549,.938
987,984,CharlieKeller,LF,1946,NYY,150,538,98,148,29,10,30,101,113,101,1,4,.275,.405,.533,.938
988,984,DickAllen,1B,1974,CWS,128,462,84,139,23,1,32,88,57,89,7,1,.301,.375,.563,.938
989,984,SeanCasey,1B,1999,CIN,151,594,103,197,42,3,25,99,61,88,0,2,.332,.399,.539,.938
990,984,JoeyVotto,1B,2021,CIN,129,448,73,119,23,1,36,99,77,127,1,0,.266,.375,.563,.938
991,984,WillieStargell,LF,1969,PIT,145,522,89,160,31,6,29,92,61,120,1,0,.307,.382,.556,.938
992,984,DonMattingly,1B,1985,NYY,159,652,107,211,48,3,35,145,56,41,2,2,.324,.371,.567,.938
993,984,KenSingleton,RF,1979,BAL,159,570,93,168,29,1,35,111,109,118,3,1,.295,.405,.533,.938
994,984,HankSauer,RF,1954,CHC,142,520,98,150,18,1,41,103,70,68,2,1,.288,.375,.563,.938
995,996,FernandoTatis,SS,2020,SD,59,224,50,62,11,2,17,45,27,61,11,3,.277,.366,.571,.937
996,996,DickAllen,1B,1970,STL,122,459,88,128,17,5,34,101,71,118,5,4,.279,.377,.560,.937
997,996,RyanBraun,LF,2009,MIL,158,635,113,203,39,6,32,114,57,121,20,6,.320,.386,.551,.937
998,996,MikeSchmidt,3B,1986,PHI,160,552,97,160,29,1,37,119,89,84,1,2,.290,.390,.547,.937
999,1000,AnthonyRendon,3B,2017,WSH,147,508,81,153,41,1,25,100,84,82,7,2,.301,.403,.533,.936
1000,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1001,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1002,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1003,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1004,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1005,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1006,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1007,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1008,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1009,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1010,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1011,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1012,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1013,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1014,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1015,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1016,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1017,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1018,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1019,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1020,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1021,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1022,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1023,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌,‌
1024,‌,‌,‌,1996,BAL,153,588,132,193,43,4,22,94,90,65,17,6,.328,.411,.527,.938
1025,1022,CharlieGehringer,2B,1930,DET,154,610,144,201,47,15,16,98,69,17,19,15,.330,.404,.534,.938
1026,1027,EddieMathews,3B,1961,MIL,152,572,103,175,23,6,32,91,93,95,12,7,.306,.402,.535,.937
1027,1027,DonMattingly,1B,1987,NYY,141,569,93,186,38,2,30,115,51,38,1,4,.327,.378,.559,.937
1028,1027,MelOtt,CF,1931,NYG,138,497,104,145,23,8,29,115,80,44,10,--,.292,.392,.545,.937
1029,1027,DwightEvans,RF,1981,BOS,108,412,84,122,19,4,22,71,85,85,3,2,.296,.415,.522,.937
1030,1027,FrankRobinson,LF,1956,CIN,152,572,122,166,27,6,38,83,64,95,8,4,.290,.379,.558,.937
1031,1027,CharlieGehringer,2B,1929,DET,155,634,131,215,45,19,13,106,64,19,27,9,.339,.405,.532,.937
1032,1027,EddRoush,CF,1923,CIN,138,527,88,185,41,18,6,88,46,16,10,15,.351,.406,.531,.937
1033,1027,GooseGoslin,LF,1924,WAS,154,579,100,199,30,17,12,129,68,29,15,14,.344,.421,.516,.937
1034,1035,JoshBell,1B,2019,PIT,143,527,94,146,37,3,37,116,74,118,0,1,.277,.367,.569,.936
1035,1035,MikeSchmidt,3B,1987,PHI,147,522,88,153,28,0,35,113,83,80,2,1,.293,.388,.548,.936
1036,1035,JoeMauer,C,2006,MIN,140,521,86,181,36,4,13,84,79,54,8,3,.347,.429,.507,.936
1037,1035,BobbyAbreu,RF,2001,PHI,162,588,118,170,48,4,31,110,106,137,36,14,.289,.393,.543,.936
1038,1035,WillieMays,CF,1960,SF,153,595,107,190,29,12,29,103,61,70,25,10,.319,.381,.555,.936
1039,1035,MikePiazza,C,1999,NYM,141,534,100,162,25,0,40,124,51,70,2,2,.303,.361,.575,.936
1040,1035,RustyGreer,LF,1997,TEX,157,601,112,193,42,3,26,87,83,87,9,5,.321,.405,.531,.936
1041,1035,LuisGonzalez,LF,2000,AZ,162,618,106,192,47,2,31,114,78,85,2,4,.311,.392,.544,.936
1042,1035,JayBuhner,RF,1994,SEA,101,358,74,100,23,4,21,68,66,63,0,1,.279,.394,.542,.936
1043,1035,DwightEvans,RF,1982,BOS,162,609,122,178,37,7,32,98,112,125,3,2,.292,.402,.534,.936
1044,1035,BillNicholson,RF,1944,CHC,156,582,116,167,35,8,33,122,93,71,3,--,.287,.391,.545,.936
1045,1035,MikeDonlin,LF,1903,CIN,126,496,110,174,25,18,7,67,56,,26,--,.351,.420,.516,.936
1046,1035,JoeKelley,X,1897,BAL,131,505,113,183,31,9,5,118,70,,44,--,.362,.447,.489,.936
1047,1035,GeorgeTreadway,X,1894,BRO,123,479,124,157,27,26,4,102,72,43,27,--,.328,.418,.518,.936
1048,1035,EarlAverill,CF,1929,CLE,152,597,110,198,43,13,18,96,63,53,13,13,.332,.398,.538,.936
1049,1035,RogerBresnahan,CF,1903,NYG,113,406,87,142,30,8,4,55,61,,34,--,.350,.443,.493,.936
